Serial No,Name,Description,Stars,Forks,Last Commit,Repository URL
23690,iBFS,iBFS: Concurrent Breadth-First Search on GPUs. SIGMOD'16,22,11,2017-06-08T01:29:49Z,https://github.com/iHeartGraph/iBFS
23691,Shape-Measure,PyTorch version of shape evaluation metrics,22,3,2020-06-28T02:48:27Z,https://github.com/FengZicai/Shape-Measure
23692,online-softmax,"Benchmark code for the ""Online normalizer calculation for softmax"" paper",22,7,2018-07-27T06:33:42Z,https://github.com/NVIDIA/online-softmax
23693,easy_computed_tomography.github.io,Educational and easy-to-understand parallel-beam computed tomography simulator (implemented both in MATLAB and CUDA),22,4,2019-12-21T01:17:16Z,https://github.com/rehmanali1994/easy_computed_tomography.github.io
23694,3D-Voronoi-GPU,"Source code for paper ""Parallel Computation of 3D Clipped Voronoi Diagrams""",22,5,2020-09-23T06:50:33Z,https://github.com/xh-liu-tech/3D-Voronoi-GPU
23695,LOGAN,LOGAN: High-Performance GPU-Based X-Drop Long-Read Alignment.,22,4,2022-09-23T09:39:52Z,https://github.com/albertozeni/LOGAN
23696,PSROIAlign-Multi-Batch-PyTorch,PSROIAlign with multi-batch training support in PyTorch,22,2,2019-06-20T15:44:32Z,https://github.com/McDo/PSROIAlign-Multi-Batch-PyTorch
23697,ATOS,Multi-GPU dynamic scheduler using PGAS style cross-GPU communication,22,2,2023-07-23T07:38:43Z,https://github.com/owensgroup/ATOS
23698,parallel-DDP,"Code supporting the WAFR paper ""A Performance Analysis of Differential Dynamic Programming on a GPU,"" and the ICRA workshop follow on work deploying the algorithm onto robot hardware.",22,8,2023-09-12T19:08:43Z,https://github.com/plancherb1/parallel-DDP
23699,graphCut,Graph Cut Algorithm in CUDA,21,4,2019-06-01T18:36:38Z,https://github.com/metthueshoo/graphCut
23700,lstm-cuda,This is a c++ implementation of an LSTM Neural Network parallelized for a GPU using CUDA,21,11,2017-10-29T13:50:12Z,https://github.com/brandontrabucco/lstm-cuda
23701,OpenPH,Parallel reduction of boundary matrices for Persistent Homology with CUDA,21,5,2021-08-12T13:52:55Z,https://github.com/rodrgo/OpenPH
23702,cuda-PHDSLAM,PHD Filter SLAM with CUDA,21,9,2014-07-17T22:14:55Z,https://github.com/cheesinglee/cuda-PHDSLAM
23703,TCBNN,,21,8,2022-07-25T15:05:30Z,https://github.com/pnnl/TCBNN
23704,GPUPowerTest,A utility for stressing GPUs by driving utilization (and thus power consumption) up and down in user-defined cycle intervals. It will also randomly drop power consumption down to idle and spike it back up,21,6,2023-05-10T18:45:18Z,https://github.com/NVIDIA/GPUPowerTest
23705,YacuDecu,GPU Deconvolution Library with C and Matlab API for nVidia GPUs,21,2,2019-03-02T20:53:29Z,https://github.com/bobpepin/YacuDecu
23706,vDNN,,21,8,2018-11-07T09:15:24Z,https://github.com/shriramsb/vDNN
23707,Learning_CUDA,,21,8,2021-05-07T03:14:34Z,https://github.com/MARD1NO/Learning_CUDA
23708,vectorSparse,,21,9,2022-08-24T17:27:53Z,https://github.com/apuaaChen/vectorSparse
23709,Parallel-DFS,CUDA implementation of parallel Depth First Search (DFS) algorithm and it's comparison with a serial C++ DFS implementation.,21,6,2018-06-28T19:16:06Z,https://github.com/divyanshu-talwar/Parallel-DFS
23710,cytonMt,CytonMT: an Efficient Neural Machine Translation Open-source Toolkit Implemented in C++,21,6,2018-10-28T11:29:21Z,https://github.com/arthurxlw/cytonMt
23711,CUDA_Tutorial,,21,6,2019-10-26T16:13:08Z,https://github.com/DmitryLyakh/CUDA_Tutorial
23712,My-First-CUDA-Code,"The introduction to cuda, a simple and easy cuda project",21,3,2022-05-09T03:58:12Z,https://github.com/xcyuyuyu/My-First-CUDA-Code
23713,Rotated_ROIAlign,"Rotated ROIAlign in pytorch, implemented with CUDA",21,3,2019-10-13T06:28:55Z,https://github.com/looput/Rotated_ROIAlign
23714,cuMat,,21,11,2017-06-22T08:17:04Z,https://github.com/takezo5096/cuMat
23715,MGG_OSDI23,Artifact for OSDI'23: MGG: Accelerating Graph Neural Networks with Fine-grained intra-kernel Communication-Computation Pipelining on Multi-GPU Platforms.,21,2,2023-05-21T14:48:18Z,https://github.com/YukeWang96/MGG_OSDI23
23716,cudawesome,"A collection of awesome algorithms, implemented in CUDA.",21,4,2018-02-06T18:19:09Z,https://github.com/gmarciani/cudawesome
23717,FluidSimulation,fluid simulation on C++ with CUDA and SFML ,21,1,2020-11-24T14:44:20Z,https://github.com/MomoDeve/FluidSimulation
23718,OccuSeg,"This is the official code repository for OccuSeg, a state-of-the-art method for accurate joint 3D semantic and instance segmentation.",21,4,2022-03-02T03:07:46Z,https://github.com/THU-luvision/OccuSeg
23719,cuda_keeloq_brute,Cuda accelerated KeeLoQ Bruteforcer,21,7,2021-07-23T07:28:28Z,https://github.com/neo7530/cuda_keeloq_brute
23720,Cuda-Opengl-LBM,Lattice-Botlzmann fluid simulator using CUDA and OpenGL,21,6,2017-02-26T21:11:47Z,https://github.com/Toms42/Cuda-Opengl-LBM
23721,Robust-visual-odometry-cuda,Visual odometry (based on image intensity) implementation on CUDA,23,2,2018-10-16T19:53:11Z,https://github.com/fracogno/Robust-visual-odometry-cuda
23722,MSWNNM,Multi-Scale Weighted Nuclear Norm Image Restoration,23,17,2018-06-15T08:45:45Z,https://github.com/noamyairTC/MSWNNM
23723,LEARN,,23,17,2018-06-13T05:34:07Z,https://github.com/maybe198376/LEARN
23724,wrox-pro-cuda-c,"Sample code from the book ""Professional CUDA C Programming""",23,15,2023-05-23T12:09:44Z,https://github.com/kriegalex/wrox-pro-cuda-c
23725,CUDA_CNN_ON_HPC,,23,3,2020-08-20T19:44:37Z,https://github.com/erics666/CUDA_CNN_ON_HPC
23726,examples,Example codes appears in lectures,23,5,2022-01-11T18:51:39Z,https://github.com/dlsys-course/examples
23727,cuhornet,,23,24,2023-04-21T20:37:51Z,https://github.com/rapidsai/cuhornet
23728,CUDA_CCL,A Connected Component Labelling algorithm implemented in CUDA,23,4,2021-09-30T07:46:23Z,https://github.com/FolkeV/CUDA_CCL
23729,hybrid_BC,Hybrid methods for Parallel Betweenness Centrality on the GPU,23,10,2018-12-20T18:31:34Z,https://github.com/Adam27X/hybrid_BC
23730,matrix_format_performance,,23,7,2019-11-16T19:00:10Z,https://github.com/gevtushenko/matrix_format_performance
23731,gpuqt,A CUDA-implementation of linear-scaling quantum transport methods,22,11,2023-09-28T18:52:00Z,https://github.com/brucefan1983/gpuqt
23732,total-generalized-variation-stereo-matching-pipeline,GPU implementation of total generalized variation (TGV) stereo matching,22,3,2018-11-19T23:13:11Z,https://github.com/andrewmilson/total-generalized-variation-stereo-matching-pipeline
23733,iBFS,iBFS: Concurrent Breadth-First Search on GPUs. SIGMOD'16,22,11,2017-06-08T01:29:49Z,https://github.com/iHeartGraph/iBFS
23734,Shape-Measure,PyTorch version of shape evaluation metrics,22,3,2020-06-28T02:48:27Z,https://github.com/FengZicai/Shape-Measure
23735,online-softmax,"Benchmark code for the ""Online normalizer calculation for softmax"" paper",22,7,2018-07-27T06:33:42Z,https://github.com/NVIDIA/online-softmax
23736,easy_computed_tomography.github.io,Educational and easy-to-understand parallel-beam computed tomography simulator (implemented both in MATLAB and CUDA),22,4,2019-12-21T01:17:16Z,https://github.com/rehmanali1994/easy_computed_tomography.github.io
23737,3D-Voronoi-GPU,"Source code for paper ""Parallel Computation of 3D Clipped Voronoi Diagrams""",22,5,2020-09-23T06:50:33Z,https://github.com/xh-liu-tech/3D-Voronoi-GPU
23738,LOGAN,LOGAN: High-Performance GPU-Based X-Drop Long-Read Alignment.,22,4,2022-09-23T09:39:52Z,https://github.com/albertozeni/LOGAN
23739,PSROIAlign-Multi-Batch-PyTorch,PSROIAlign with multi-batch training support in PyTorch,22,2,2019-06-20T15:44:32Z,https://github.com/McDo/PSROIAlign-Multi-Batch-PyTorch
23740,ATOS,Multi-GPU dynamic scheduler using PGAS style cross-GPU communication,22,2,2023-07-23T07:38:43Z,https://github.com/owensgroup/ATOS
23741,parallel-DDP,"Code supporting the WAFR paper ""A Performance Analysis of Differential Dynamic Programming on a GPU,"" and the ICRA workshop follow on work deploying the algorithm onto robot hardware.",22,8,2023-09-12T19:08:43Z,https://github.com/plancherb1/parallel-DDP
23742,graphCut,Graph Cut Algorithm in CUDA,21,4,2019-06-01T18:36:38Z,https://github.com/metthueshoo/graphCut
23743,lstm-cuda,This is a c++ implementation of an LSTM Neural Network parallelized for a GPU using CUDA,21,11,2017-10-29T13:50:12Z,https://github.com/brandontrabucco/lstm-cuda
23744,OpenPH,Parallel reduction of boundary matrices for Persistent Homology with CUDA,21,5,2021-08-12T13:52:55Z,https://github.com/rodrgo/OpenPH
23745,cuda-PHDSLAM,PHD Filter SLAM with CUDA,21,9,2014-07-17T22:14:55Z,https://github.com/cheesinglee/cuda-PHDSLAM
23746,TCBNN,,21,8,2022-07-25T15:05:30Z,https://github.com/pnnl/TCBNN
23747,GPUPowerTest,A utility for stressing GPUs by driving utilization (and thus power consumption) up and down in user-defined cycle intervals. It will also randomly drop power consumption down to idle and spike it back up,21,6,2023-05-10T18:45:18Z,https://github.com/NVIDIA/GPUPowerTest
23748,YacuDecu,GPU Deconvolution Library with C and Matlab API for nVidia GPUs,21,2,2019-03-02T20:53:29Z,https://github.com/bobpepin/YacuDecu
23749,vDNN,,21,8,2018-11-07T09:15:24Z,https://github.com/shriramsb/vDNN
23750,Learning_CUDA,,21,8,2021-05-07T03:14:34Z,https://github.com/MARD1NO/Learning_CUDA
23751,vectorSparse,,21,9,2022-08-24T17:27:53Z,https://github.com/apuaaChen/vectorSparse
23752,Parallel-DFS,CUDA implementation of parallel Depth First Search (DFS) algorithm and it's comparison with a serial C++ DFS implementation.,21,6,2018-06-28T19:16:06Z,https://github.com/divyanshu-talwar/Parallel-DFS
23753,cytonMt,CytonMT: an Efficient Neural Machine Translation Open-source Toolkit Implemented in C++,21,6,2018-10-28T11:29:21Z,https://github.com/arthurxlw/cytonMt
23754,CUDA_Tutorial,,21,6,2019-10-26T16:13:08Z,https://github.com/DmitryLyakh/CUDA_Tutorial
23755,My-First-CUDA-Code,"The introduction to cuda, a simple and easy cuda project",21,3,2022-05-09T03:58:12Z,https://github.com/xcyuyuyu/My-First-CUDA-Code
23756,Rotated_ROIAlign,"Rotated ROIAlign in pytorch, implemented with CUDA",21,3,2019-10-13T06:28:55Z,https://github.com/looput/Rotated_ROIAlign
23757,cuMat,,21,11,2017-06-22T08:17:04Z,https://github.com/takezo5096/cuMat
23758,MGG_OSDI23,Artifact for OSDI'23: MGG: Accelerating Graph Neural Networks with Fine-grained intra-kernel Communication-Computation Pipelining on Multi-GPU Platforms.,21,2,2023-05-21T14:48:18Z,https://github.com/YukeWang96/MGG_OSDI23
23759,cudawesome,"A collection of awesome algorithms, implemented in CUDA.",21,4,2018-02-06T18:19:09Z,https://github.com/gmarciani/cudawesome
23760,FluidSimulation,fluid simulation on C++ with CUDA and SFML ,21,1,2020-11-24T14:44:20Z,https://github.com/MomoDeve/FluidSimulation
23761,OccuSeg,"This is the official code repository for OccuSeg, a state-of-the-art method for accurate joint 3D semantic and instance segmentation.",21,4,2022-03-02T03:07:46Z,https://github.com/THU-luvision/OccuSeg
23762,cuda_keeloq_brute,Cuda accelerated KeeLoQ Bruteforcer,21,7,2021-07-23T07:28:28Z,https://github.com/neo7530/cuda_keeloq_brute
23763,Cuda-Opengl-LBM,Lattice-Botlzmann fluid simulator using CUDA and OpenGL,21,6,2017-02-26T21:11:47Z,https://github.com/Toms42/Cuda-Opengl-LBM
23764,Robust-visual-odometry-cuda,Visual odometry (based on image intensity) implementation on CUDA,23,2,2018-10-16T19:53:11Z,https://github.com/fracogno/Robust-visual-odometry-cuda
23765,MSWNNM,Multi-Scale Weighted Nuclear Norm Image Restoration,23,17,2018-06-15T08:45:45Z,https://github.com/noamyairTC/MSWNNM
23766,LEARN,,23,17,2018-06-13T05:34:07Z,https://github.com/maybe198376/LEARN
23767,wrox-pro-cuda-c,"Sample code from the book ""Professional CUDA C Programming""",23,15,2023-05-23T12:09:44Z,https://github.com/kriegalex/wrox-pro-cuda-c
23768,CUDA_CNN_ON_HPC,,23,3,2020-08-20T19:44:37Z,https://github.com/erics666/CUDA_CNN_ON_HPC
23769,examples,Example codes appears in lectures,23,5,2022-01-11T18:51:39Z,https://github.com/dlsys-course/examples
23770,cuhornet,,23,24,2023-04-21T20:37:51Z,https://github.com/rapidsai/cuhornet
23771,CUDA_CCL,A Connected Component Labelling algorithm implemented in CUDA,23,4,2021-09-30T07:46:23Z,https://github.com/FolkeV/CUDA_CCL
23772,hybrid_BC,Hybrid methods for Parallel Betweenness Centrality on the GPU,23,10,2018-12-20T18:31:34Z,https://github.com/Adam27X/hybrid_BC
23773,matrix_format_performance,,23,7,2019-11-16T19:00:10Z,https://github.com/gevtushenko/matrix_format_performance
23774,gpuqt,A CUDA-implementation of linear-scaling quantum transport methods,22,11,2023-09-28T18:52:00Z,https://github.com/brucefan1983/gpuqt
23775,total-generalized-variation-stereo-matching-pipeline,GPU implementation of total generalized variation (TGV) stereo matching,22,3,2018-11-19T23:13:11Z,https://github.com/andrewmilson/total-generalized-variation-stereo-matching-pipeline
23776,iBFS,iBFS: Concurrent Breadth-First Search on GPUs. SIGMOD'16,22,11,2017-06-08T01:29:49Z,https://github.com/iHeartGraph/iBFS
23777,Shape-Measure,PyTorch version of shape evaluation metrics,22,3,2020-06-28T02:48:27Z,https://github.com/FengZicai/Shape-Measure
23778,online-softmax,"Benchmark code for the ""Online normalizer calculation for softmax"" paper",22,7,2018-07-27T06:33:42Z,https://github.com/NVIDIA/online-softmax
23779,easy_computed_tomography.github.io,Educational and easy-to-understand parallel-beam computed tomography simulator (implemented both in MATLAB and CUDA),22,4,2019-12-21T01:17:16Z,https://github.com/rehmanali1994/easy_computed_tomography.github.io
23780,3D-Voronoi-GPU,"Source code for paper ""Parallel Computation of 3D Clipped Voronoi Diagrams""",22,5,2020-09-23T06:50:33Z,https://github.com/xh-liu-tech/3D-Voronoi-GPU
23781,LOGAN,LOGAN: High-Performance GPU-Based X-Drop Long-Read Alignment.,22,4,2022-09-23T09:39:52Z,https://github.com/albertozeni/LOGAN
23782,PSROIAlign-Multi-Batch-PyTorch,PSROIAlign with multi-batch training support in PyTorch,22,2,2019-06-20T15:44:32Z,https://github.com/McDo/PSROIAlign-Multi-Batch-PyTorch
23783,ATOS,Multi-GPU dynamic scheduler using PGAS style cross-GPU communication,22,2,2023-07-23T07:38:43Z,https://github.com/owensgroup/ATOS
23784,parallel-DDP,"Code supporting the WAFR paper ""A Performance Analysis of Differential Dynamic Programming on a GPU,"" and the ICRA workshop follow on work deploying the algorithm onto robot hardware.",22,8,2023-09-12T19:08:43Z,https://github.com/plancherb1/parallel-DDP
23785,graphCut,Graph Cut Algorithm in CUDA,21,4,2019-06-01T18:36:38Z,https://github.com/metthueshoo/graphCut
23786,lstm-cuda,This is a c++ implementation of an LSTM Neural Network parallelized for a GPU using CUDA,21,11,2017-10-29T13:50:12Z,https://github.com/brandontrabucco/lstm-cuda
23787,OpenPH,Parallel reduction of boundary matrices for Persistent Homology with CUDA,21,5,2021-08-12T13:52:55Z,https://github.com/rodrgo/OpenPH
23788,cuda-PHDSLAM,PHD Filter SLAM with CUDA,21,9,2014-07-17T22:14:55Z,https://github.com/cheesinglee/cuda-PHDSLAM
23789,TCBNN,,21,8,2022-07-25T15:05:30Z,https://github.com/pnnl/TCBNN
23790,GPUPowerTest,A utility for stressing GPUs by driving utilization (and thus power consumption) up and down in user-defined cycle intervals. It will also randomly drop power consumption down to idle and spike it back up,21,6,2023-05-10T18:45:18Z,https://github.com/NVIDIA/GPUPowerTest
23791,YacuDecu,GPU Deconvolution Library with C and Matlab API for nVidia GPUs,21,2,2019-03-02T20:53:29Z,https://github.com/bobpepin/YacuDecu
23792,vDNN,,21,8,2018-11-07T09:15:24Z,https://github.com/shriramsb/vDNN
23793,Learning_CUDA,,21,8,2021-05-07T03:14:34Z,https://github.com/MARD1NO/Learning_CUDA
23794,vectorSparse,,21,9,2022-08-24T17:27:53Z,https://github.com/apuaaChen/vectorSparse
23795,Parallel-DFS,CUDA implementation of parallel Depth First Search (DFS) algorithm and it's comparison with a serial C++ DFS implementation.,21,6,2018-06-28T19:16:06Z,https://github.com/divyanshu-talwar/Parallel-DFS
23796,cytonMt,CytonMT: an Efficient Neural Machine Translation Open-source Toolkit Implemented in C++,21,6,2018-10-28T11:29:21Z,https://github.com/arthurxlw/cytonMt
23797,CUDA_Tutorial,,21,6,2019-10-26T16:13:08Z,https://github.com/DmitryLyakh/CUDA_Tutorial
23798,My-First-CUDA-Code,"The introduction to cuda, a simple and easy cuda project",21,3,2022-05-09T03:58:12Z,https://github.com/xcyuyuyu/My-First-CUDA-Code
23799,Rotated_ROIAlign,"Rotated ROIAlign in pytorch, implemented with CUDA",21,3,2019-10-13T06:28:55Z,https://github.com/looput/Rotated_ROIAlign
23800,cuMat,,21,11,2017-06-22T08:17:04Z,https://github.com/takezo5096/cuMat
23801,MGG_OSDI23,Artifact for OSDI'23: MGG: Accelerating Graph Neural Networks with Fine-grained intra-kernel Communication-Computation Pipelining on Multi-GPU Platforms.,21,2,2023-05-21T14:48:18Z,https://github.com/YukeWang96/MGG_OSDI23
23802,cudawesome,"A collection of awesome algorithms, implemented in CUDA.",21,4,2018-02-06T18:19:09Z,https://github.com/gmarciani/cudawesome
23803,FluidSimulation,fluid simulation on C++ with CUDA and SFML ,21,1,2020-11-24T14:44:20Z,https://github.com/MomoDeve/FluidSimulation
23804,OccuSeg,"This is the official code repository for OccuSeg, a state-of-the-art method for accurate joint 3D semantic and instance segmentation.",21,4,2022-03-02T03:07:46Z,https://github.com/THU-luvision/OccuSeg
23805,cuda_keeloq_brute,Cuda accelerated KeeLoQ Bruteforcer,21,7,2021-07-23T07:28:28Z,https://github.com/neo7530/cuda_keeloq_brute
23806,Cuda-Opengl-LBM,Lattice-Botlzmann fluid simulator using CUDA and OpenGL,21,6,2017-02-26T21:11:47Z,https://github.com/Toms42/Cuda-Opengl-LBM
23807,Robust-visual-odometry-cuda,Visual odometry (based on image intensity) implementation on CUDA,23,2,2018-10-16T19:53:11Z,https://github.com/fracogno/Robust-visual-odometry-cuda
23808,MSWNNM,Multi-Scale Weighted Nuclear Norm Image Restoration,23,17,2018-06-15T08:45:45Z,https://github.com/noamyairTC/MSWNNM
23809,LEARN,,23,17,2018-06-13T05:34:07Z,https://github.com/maybe198376/LEARN
